Syscall,Kernelfunc
ioctl$HIDIOCSREPORT,hiddev_lookup_report
ioctl$HIDIOCSUSAGE,hiddev_ioctl_usage
ioctl$HIDIOCSUSAGES,hiddev_ioctl_usage
ioctl$I2C_FUNCS,i2c_get_functionality
ioctl$I2C_PEC,i2cdev_ioctl
ioctl$I2C_RDWR,i2cdev_ioctl_rdwr
ioctl$I2C_RETRIES,i2cdev_ioctl
ioctl$I2C_SLAVE,i2cdev_ioctl
ioctl$I2C_SLAVE_FORCE,i2cdev_ioctl
ioctl$I2C_SMBUS,i2cdev_ioctl_smbus
ioctl$I2C_TENBIT,i2cdev_ioctl
ioctl$I2C_TIMEOUT,i2cdev_ioctl
ioctl$IMADDTIMER,misdn_add_timer
ioctl$IMCLEAR_L2,ctrl_teimanager
ioctl$IMCTRLREQ,
ioctl$IMDELTIMER,misdn_del_timer
ioctl$IMGETCOUNT,get_mdevice_count
ioctl$IMGETDEVINFO,data_sock_ioctl
ioctl$IMGETVERSION,data_sock_ioctl
ioctl$IMHOLD_L1,ctrl_teimanager
ioctl$IMSETDEVNAME,base_sock_ioctl
ioctl$INCFS_IOC_CREATE_FILE,ioctl_create_file
ioctl$INCFS_IOC_FILL_BLOCKS,ioctl_fill_blocks
ioctl$INCFS_IOC_GET_FILLED_BLOCKS,ioctl_get_filled_blocks
ioctl$INCFS_IOC_PERMIT_FILL,ioctl_permit_fill
ioctl$INCFS_IOC_READ_FILE_SIGNATURE,ioctl_read_file_signature
ioctl$INOTIFY_IOC_SETNEXTWD,idr_set_cursor
ioctl$IOCTL_CONFIG_SYS_RESOURCE_PARAMETERS,adf_ctl_ioctl_dev_config
ioctl$IOCTL_GET_NUM_DEVICES,adf_ctl_ioctl_get_num_devices
ioctl$IOCTL_START_ACCEL_DEV,adf_ctl_ioctl_dev_start
ioctl$IOCTL_STATUS_ACCEL_DEV,adf_ctl_ioctl_get_status
ioctl$IOCTL_STOP_ACCEL_DEV,adf_ctl_ioctl_dev_stop
ioctl$IOCTL_VMCI_CTX_ADD_NOTIFICATION,vmci_host_do_ctx_add_notify
ioctl$IOCTL_VMCI_CTX_GET_CPT_STATE,vmci_host_do_ctx_get_cpt_state
ioctl$IOCTL_VMCI_CTX_REMOVE_NOTIFICATION,vmci_host_do_ctx_remove_notify
ioctl$IOCTL_VMCI_CTX_SET_CPT_STATE,vmci_host_do_ctx_set_cpt_state
ioctl$IOCTL_VMCI_DATAGRAM_RECEIVE,vmci_host_do_receive_datagram
ioctl$IOCTL_VMCI_DATAGRAM_SEND,vmci_host_do_send_datagram
ioctl$IOCTL_VMCI_GET_CONTEXT_ID,vmci_host_do_get_context_id
ioctl$IOCTL_VMCI_INIT_CONTEXT,vmci_host_do_init_context
ioctl$IOCTL_VMCI_NOTIFICATIONS_RECEIVE,vmci_host_do_recv_notifications
ioctl$IOCTL_VMCI_NOTIFY_RESOURCE,vmci_host_do_notify_resource
ioctl$IOCTL_VMCI_QUEUEPAIR_ALLOC,vmci_host_do_alloc_queuepair
ioctl$IOCTL_VMCI_QUEUEPAIR_DETACH,vmci_host_do_qp_detach
ioctl$IOCTL_VMCI_QUEUEPAIR_SETPF,vmci_host_do_queuepair_setpf
ioctl$IOCTL_VMCI_QUEUEPAIR_SETVA,vmci_host_do_queuepair_setva
ioctl$IOCTL_VMCI_SET_NOTIFY,vmci_host_do_set_notify
ioctl$IOCTL_VMCI_VERSION,vmci_host_get_version
ioctl$IOCTL_VMCI_VERSION2,vmci_host_get_version
ioctl$IOC_PR_CLEAR,blkdev_pr_clear
ioctl$IOC_PR_PREEMPT,blkdev_pr_preempt
ioctl$IOC_PR_PREEMPT_ABORT,blkdev_pr_preempt
ioctl$IOC_PR_REGISTER,blkdev_pr_register
ioctl$IOC_PR_RELEASE,blkdev_pr_release
ioctl$IOC_PR_RESERVE,blkdev_pr_reserve
ioctl$IOC_WATCH_QUEUE_SET_FILTER,watch_queue_set_filter
ioctl$IOC_WATCH_QUEUE_SET_SIZE,watch_queue_set_size
ioctl$KBASE_HWCNT_READER_CLEAR,kbase_vinstr_hwc_clear
ioctl$KBASE_HWCNT_READER_DISABLE_EVENT,kbasep_vinstr_hwcnt_reader_ioctl_disable_event
ioctl$KBASE_HWCNT_READER_DUMP,kbase_vinstr_hwc_dump
ioctl$KBASE_HWCNT_READER_ENABLE_EVENT,kbasep_vinstr_hwcnt_reader_ioctl_enable_event
ioctl$KBASE_HWCNT_READER_GET_API_VERSION,kbasep_vinstr_hwcnt_reader_ioctl
ioctl$KBASE_HWCNT_READER_GET_BUFFER,kbasep_vinstr_hwcnt_reader_ioctl_get_buffer
ioctl$KBASE_HWCNT_READER_GET_BUFFER_SIZE,kbasep_vinstr_hwcnt_reader_ioctl
ioctl$KBASE_HWCNT_READER_GET_HWVER,kbasep_vinstr_hwcnt_reader_ioctl_get_hwver
ioctl$KBASE_HWCNT_READER_PUT_BUFFER,kbasep_vinstr_hwcnt_reader_ioctl_put_buffer
ioctl$KBASE_HWCNT_READER_SET_INTERVAL,kbasep_vinstr_hwcnt_reader_ioctl_set_interval
ioctl$KBASE_IOCTL_DISJOINT_QUERY,kbase_api_disjoint_query
ioctl$KBASE_IOCTL_FENCE_VALIDATE,kbase_api_fence_validate
ioctl$KBASE_IOCTL_GET_CONTEXT_ID,kbase_api_get_context_id
ioctl$KBASE_IOCTL_GET_CPU_GPU_TIMEINFO,kbase_api_get_cpu_gpu_timeinfo
ioctl$KBASE_IOCTL_GET_DDK_VERSION,kbase_api_get_ddk_version
ioctl$KBASE_IOCTL_GET_GPUPROPS,kbase_api_get_gpuprops
ioctl$KBASE_IOCTL_HWCNT_CLEAR,kbase_api_hwcnt_clear
ioctl$KBASE_IOCTL_HWCNT_DUMP,kbase_api_hwcnt_dump
ioctl$KBASE_IOCTL_HWCNT_ENABLE,kbase_api_hwcnt_enable
ioctl$KBASE_IOCTL_HWCNT_READER_SETUP,kbase_api_hwcnt_reader_setup
ioctl$KBASE_IOCTL_HWCNT_SET,kbase_api_hwcnt_set
ioctl$KBASE_IOCTL_JOB_SUBMIT,kbase_api_job_submit
ioctl$KBASE_IOCTL_MEM_ALIAS,kbase_api_mem_alias
ioctl$KBASE_IOCTL_MEM_ALLOC,kbase_api_mem_alloc
ioctl$KBASE_IOCTL_MEM_COMMIT,kbase_api_mem_commit
ioctl$KBASE_IOCTL_MEM_EXEC_INIT,kbase_api_mem_exec_init
ioctl$KBASE_IOCTL_MEM_FIND_CPU_OFFSET,kbase_api_mem_find_cpu_offset
ioctl$KBASE_IOCTL_MEM_FIND_GPU_START_AND_OFFSET,kbase_api_mem_find_gpu_start_and_offset
ioctl$KBASE_IOCTL_MEM_FLAGS_CHANGE,kbase_api_mem_flags_change
ioctl$KBASE_IOCTL_MEM_FREE,kbase_api_mem_free
ioctl$KBASE_IOCTL_MEM_IMPORT,kbase_api_mem_import
ioctl$KBASE_IOCTL_MEM_JIT_INIT,kbase_api_mem_jit_init
ioctl$KBASE_IOCTL_MEM_JIT_INIT_10_2,None
ioctl$KBASE_IOCTL_MEM_JIT_INIT_11_5,None
ioctl$KBASE_IOCTL_MEM_PROFILE_ADD,kbase_api_mem_profile_add
ioctl$KBASE_IOCTL_MEM_QUERY,kbase_api_mem_query
ioctl$KBASE_IOCTL_MEM_SYNC,kbase_api_mem_sync
ioctl$KBASE_IOCTL_POST_TERM,kbase_api_post_term
ioctl$KBASE_IOCTL_SET_FLAGS,kbase_api_set_flags
ioctl$KBASE_IOCTL_SOFT_EVENT_UPDATE,kbase_api_soft_event_update
ioctl$KBASE_IOCTL_STICKY_RESOURCE_MAP,kbase_api_sticky_resource_map
ioctl$KBASE_IOCTL_STICKY_RESOURCE_UNMAP,kbase_api_sticky_resource_unmap
ioctl$KBASE_IOCTL_STREAM_CREATE,kbase_api_stream_create
ioctl$KBASE_IOCTL_TLSTREAM_ACQUIRE,kbase_api_tlstream_acquire
ioctl$KBASE_IOCTL_TLSTREAM_FLUSH,kbase_api_tlstream_flush
ioctl$KBASE_IOCTL_VERSION_CHECK,kbase_api_handshake
ioctl$KDADDIO,ksys_ioperm
ioctl$KDDELIO,ksys_ioperm
ioctl$KDDISABIO,ksys_ioperm
ioctl$KDENABIO,ksys_ioperm
ioctl$KDFONTOP_COPY,con_font_op
ioctl$KDFONTOP_GET,con_font_op
ioctl$KDFONTOP_SET,con_font_op
ioctl$KDFONTOP_SET_DEF,con_font_op
ioctl$KDGETKEYCODE,getkeycode
ioctl$KDGETLED,vt_do_kdskled
ioctl$KDGETMODE,vt_k_ioctl
ioctl$KDGKBENT,do_kdsk_ioctl
ioctl$KDGKBLED,vt_do_kdskled
ioctl$KDGKBMETA,vt_do_kdgkbmeta
ioctl$KDGKBMODE,vt_do_kdgkbmode
ioctl$KDGKBSENT,vt_do_kdgkb_ioctl
ioctl$KDGKBTYPE,vt_k_ioctl
ioctl$KDMKTONE,vt_k_ioctl
ioctl$KDSETKEYCODE,setkeycode
ioctl$KDSETLED,setledstate
ioctl$KDSIGACCEPT,vt_k_ioctl
ioctl$KDSKBENT,vt_kdskbent
ioctl$KDSKBLED,set_leds
ioctl$KDSKBSENT,do_kdgkb_ioctl
ioctl$KIOCSOUND,kd_mksound
ioctl$KVM_ARM_SET_DEVICE_ADDR,kvm_vm_ioctl_set_device_addr
ioctl$KVM_ASSIGN_DEV_IRQ,None
ioctl$KVM_ASSIGN_PCI_DEVICE,None
ioctl$KVM_ASSIGN_SET_INTX_MASK,None
ioctl$KVM_ASSIGN_SET_MSIX_ENTRY,None
ioctl$KVM_ASSIGN_SET_MSIX_NR,None
ioctl$KVM_CAP_DIRTY_LOG_RING,kvm_vm_ioctl_enable_dirty_log_ring
ioctl$KVM_CAP_DISABLE_QUIRKS,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_ENFORCE_PV_FEATURE_CPUID,kvm_update_pv_runtime
ioctl$KVM_CAP_EXCEPTION_PAYLOAD,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_EXIT_HYPERCALL,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_EXIT_ON_EMULATION_FAILURE,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_HALT_POLL,kvm_vm_ioctl_enable_cap_generic
ioctl$KVM_CAP_HYPERV_DIRECT_TLBFLUSH,kvm_vcpu_ioctl_enable_cap
ioctl$KVM_CAP_HYPERV_ENFORCE_CPUID,kvm_hv_set_enforce_cpuid
ioctl$KVM_CAP_HYPERV_ENLIGHTENED_VMCS,kvm_vcpu_ioctl_enable_cap
ioctl$KVM_CAP_HYPERV_SYNIC,kvm_hv_activate_synic
ioctl$KVM_CAP_HYPERV_SYNIC2,kvm_vcpu_ioctl_enable_cap
ioctl$KVM_CAP_MANUAL_DIRTY_LOG_PROTECT2,kvm_vm_ioctl_enable_cap_generic
ioctl$KVM_CAP_MSR_PLATFORM_INFO,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_SGX_ATTRIBUTE,sgx_set_attribute
ioctl$KVM_CAP_SPLIT_IRQCHIP,kvm_setup_empty_irq_routing
ioctl$KVM_CAP_VM_COPY_ENC_CONTEXT_FROM,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_X2APIC_API,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_X86_BUS_LOCK_EXIT,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_X86_DISABLE_EXITS,kvm_vm_ioctl_enable_cap
ioctl$KVM_CAP_X86_USER_SPACE_MSR,kvm_vm_ioctl_enable_cap
ioctl$KVM_CHECK_EXTENSION,kvm_vm_ioctl_check_extension_generic
ioctl$KVM_CHECK_EXTENSION_VM,None
ioctl$KVM_CREATE_DEVICE,kvm_ioctl_create_device
ioctl$KVM_CREATE_IRQCHIP,kvm_vgic_create
ioctl$KVM_CREATE_PIT2,kvm_arch_vm_ioctl
ioctl$KVM_CREATE_VCPU,kvm_vm_ioctl_create_vcpu
ioctl$KVM_DEASSIGN_DEV_IRQ,None
ioctl$KVM_DEASSIGN_PCI_DEVICE,None
ioctl$KVM_DIRTY_TLB,kvm_vcpu_ioctl_dirty_tlb
ioctl$KVM_ENABLE_CAP,kvm_vm_ioctl_enable_cap_generic
ioctl$KVM_GET_API_VERSION,kvm_dev_ioctl
ioctl$KVM_GET_CLOCK,get_kvmclock_ns
ioctl$KVM_GET_CPUID2,kvm_vcpu_ioctl_get_cpuid2
ioctl$KVM_GET_DEBUGREGS,kvm_vcpu_ioctl_x86_get_debugregs
ioctl$KVM_GET_DEVICE_ATTR,kvm_arm_vcpu_get_attr
ioctl$KVM_GET_DIRTY_LOG,kvm_vm_ioctl_get_dirty_log
ioctl$KVM_GET_EMULATED_CPUID,kvm_dev_ioctl_get_cpuid
ioctl$KVM_GET_FPU,kvm_arch_vcpu_ioctl_get_fpu
ioctl$KVM_GET_IRQCHIP,kvm_vm_ioctl_get_irqchip
ioctl$KVM_GET_LAPIC,kvm_vcpu_ioctl_get_lapic
ioctl$KVM_GET_MP_STATE,kvm_arch_vcpu_ioctl_get_mpstate
ioctl$KVM_GET_MSRS,do_get_msr_feature
ioctl$KVM_GET_MSR_INDEX_LIST,kvm_arch_dev_ioctl
ioctl$KVM_GET_NESTED_STATE,svm_get_nested_state
ioctl$KVM_GET_NR_MMU_PAGES,kvm_vm_ioctl_get_nr_mmu_pages
ioctl$KVM_GET_ONE_REG,"kvm_arm_get_reg,kvm_arch_vcpu_ioctl_get_one_reg"
ioctl$KVM_GET_PIT,kvm_vm_ioctl_get_pit
ioctl$KVM_GET_PIT2,kvm_vm_ioctl_get_pit2
ioctl$KVM_GET_REGS,kvm_arch_vcpu_ioctl_get_regs
ioctl$KVM_GET_REG_LIST,kvm_mips_copy_reg_indices
ioctl$KVM_GET_SREGS,kvm_arch_vcpu_ioctl_get_sregs
ioctl$KVM_GET_SUPPORTED_CPUID,kvm_dev_ioctl_get_cpuid
ioctl$KVM_GET_TSC_KHZ,kvm_arch_vcpu_ioctl
ioctl$KVM_GET_VCPU_EVENTS,kvm_arm_vcpu_get_events
ioctl$KVM_GET_VCPU_MMAP_SIZE,kvm_dev_ioctl
ioctl$KVM_GET_XCRS,kvm_vcpu_ioctl_x86_get_xcrs
ioctl$KVM_GET_XSAVE,kvm_vcpu_ioctl_x86_get_xsave
ioctl$KVM_HAS_DEVICE_ATTR,kvm_arm_vcpu_has_attr
ioctl$KVM_HYPERV_EVENTFD,kvm_vm_ioctl_hv_eventfd
ioctl$KVM_INTERRUPT,kvm_vcpu_ioctl_interrupt
ioctl$KVM_IOEVENTFD,kvm_ioeventfd
ioctl$KVM_IRQFD,"kvm_vm_ioctl,kvm_irqfd"
ioctl$KVM_IRQ_LINE,kvm_vm_ioctl_irq_line
ioctl$KVM_IRQ_LINE_STATUS,kvm_vm_ioctl_irq_line
ioctl$KVM_KVMCLOCK_CTRL,kvm_set_guest_paused
ioctl$KVM_NMI,kvm_vcpu_ioctl_nmi
ioctl$KVM_PPC_ALLOCATE_HTAB,kvmppc_alloc_reset_hpt
ioctl$KVM_PPC_GET_PVINFO,kvm_vm_ioctl_get_pvinfo
ioctl$KVM_PPC_GET_SMMU_INFO,kvm_vm_ioctl_get_smmu_info_hv
ioctl$KVM_REGISTER_COALESCED_MMIO,kvm_vm_ioctl_register_coalesced_mmio
ioctl$KVM_REINJECT_CONTROL,kvm_vm_ioctl_reinject
ioctl$KVM_RUN,kvm_arch_vcpu_ioctl_run
ioctl$KVM_S390_INTERRUPT_CPU,kvm_s390_inject_vm
ioctl$KVM_S390_UCAS_MAP,gmap_map_segment
ioctl$KVM_S390_UCAS_UNMAP,gmap_unmap_segment
ioctl$KVM_S390_VCPU_FAULT,gmap_fault
ioctl$KVM_SET_BOOT_CPU_ID,kvm_arch_vm_ioctl
ioctl$KVM_SET_CLOCK,kvm_gen_update_masterclock
ioctl$KVM_SET_CPUID,kvm_vcpu_ioctl_set_cpuid
ioctl$KVM_SET_CPUID2,kvm_vcpu_ioctl_set_cpuid2
ioctl$KVM_SET_DEBUGREGS,kvm_vcpu_ioctl_x86_set_debugregs
ioctl$KVM_SET_DEVICE_ATTR,kvm_arm_vcpu_set_attr
ioctl$KVM_SET_FPU,kvm_arch_vcpu_ioctl_set_fpu
ioctl$KVM_SET_GSI_ROUTING,kvm_set_irq_routing
ioctl$KVM_SET_GUEST_DEBUG,kvm_arch_vcpu_ioctl_set_guest_debug
ioctl$KVM_SET_IDENTITY_MAP_ADDR,kvm_vm_ioctl_set_identity_map_addr
ioctl$KVM_SET_IRQCHIP,kvm_vm_ioctl_set_irqchip
ioctl$KVM_SET_LAPIC,kvm_vcpu_ioctl_set_lapic
ioctl$KVM_SET_MP_STATE,kvm_arch_vcpu_ioctl_set_mpstate
ioctl$KVM_SET_MSRS,do_set_msr
ioctl$KVM_SET_NESTED_STATE,svm_set_nested_state
ioctl$KVM_SET_NR_MMU_PAGES,kvm_vm_ioctl_set_nr_mmu_pages
ioctl$KVM_SET_ONE_REG,kvm_arm_set_reg
ioctl$KVM_SET_PIT,kvm_vm_ioctl_set_pit
ioctl$KVM_SET_PIT2,kvm_vm_ioctl_set_pit2
ioctl$KVM_SET_REGS,kvm_arch_vcpu_ioctl_set_regs
ioctl$KVM_SET_SIGNAL_MASK,kvm_vcpu_ioctl_set_sigmask
ioctl$KVM_SET_SREGS,kvm_arch_vcpu_ioctl_set_sregs
ioctl$KVM_SET_TSC_KHZ,kvm_set_tsc_khz
ioctl$KVM_SET_TSS_ADDR,kvm_vm_ioctl_set_tss_addr
ioctl$KVM_SET_USER_MEMORY_REGION,kvm_vm_ioctl_set_memory_region
ioctl$KVM_SET_VAPIC_ADDR,kvm_lapic_set_vapic_addr
ioctl$KVM_SET_VCPU_EVENTS,kvm_arm_vcpu_set_events
ioctl$KVM_SET_XCRS,kvm_vcpu_ioctl_x86_set_xcrs
ioctl$KVM_SET_XSAVE,kvm_vcpu_ioctl_x86_set_xsave
ioctl$KVM_SIGNAL_MSI,kvm_send_userspace_msi
ioctl$KVM_SMI,kvm_vcpu_ioctl_smi
ioctl$KVM_TPR_ACCESS_REPORTING,vcpu_ioctl_tpr_access_reporting
ioctl$KVM_TRANSLATE,kvm_arch_vcpu_ioctl_translate
ioctl$KVM_UNREGISTER_COALESCED_MMIO,kvm_vm_ioctl_unregister_coalesced_mmio
ioctl$KVM_X86_GET_MCE_CAP_SUPPORTED,kvm_arch_dev_ioctl
ioctl$KVM_X86_SETUP_MCE,kvm_vcpu_ioctl_x86_setup_mce
ioctl$KVM_X86_SET_MCE,kvm_vcpu_ioctl_x86_set_mce
ioctl$KVM_XEN_HVM_CONFIG,kvm_xen_hvm_config
ioctl$LOOP_CHANGE_FD,loop_change_fd
ioctl$LOOP_CLR_FD,loop_clr_fd
ioctl$LOOP_CONFIGURE,loop_configure
ioctl$LOOP_CTL_ADD,loop_add
ioctl$LOOP_CTL_GET_FREE,loop_control_get_free
ioctl$LOOP_CTL_REMOVE,loop_control_remove
ioctl$LOOP_GET_STATUS,loop_get_status_old
ioctl$LOOP_GET_STATUS64,loop_get_status64
ioctl$LOOP_SET_BLOCK_SIZE,loop_set_block_size
ioctl$LOOP_SET_CAPACITY,loop_set_capacity
ioctl$LOOP_SET_DIRECT_IO,loop_set_dio
ioctl$LOOP_SET_FD,loop_configure
ioctl$LOOP_SET_STATUS,loop_set_status_old
ioctl$LOOP_SET_STATUS64,loop_set_status64
ioctl$MEDIA_IOC_DEVICE_INFO,None
ioctl$MEDIA_IOC_ENUM_ENTITIES,None
ioctl$MEDIA_IOC_ENUM_LINKS,None
ioctl$MEDIA_IOC_G_TOPOLOGY,None
ioctl$MEDIA_IOC_REQUEST_ALLOC,None
ioctl$MEDIA_IOC_SETUP_LINK,None
ioctl$MEDIA_REQUEST_IOC_QUEUE,media_request_ioctl_queue
ioctl$MEDIA_REQUEST_IOC_REINIT,media_request_ioctl_reinit
ioctl$MON_IOCG_STATS,mon_bin_queued
ioctl$MON_IOCQ_RING_SIZE,mon_bin_ioctl
ioctl$MON_IOCQ_URB_LEN,mon_bin_ioctl
ioctl$MON_IOCT_RING_SIZE,mon_bin_ioctl
ioctl$MON_IOCX_GET,mon_bin_get_event
ioctl$MON_IOCX_GETX,mon_bin_get_event
ioctl$MON_IOCX_MFETCH,mon_bin_fetch
ioctl$NBD_CLEAR_QUE,__nbd_ioctl
ioctl$NBD_CLEAR_SOCK,nbd_clear_sock_ioctl
ioctl$NBD_DISCONNECT,nbd_disconnect
ioctl$NBD_DO_IT,nbd_start_device_ioctl
ioctl$NBD_SET_BLKSIZE,nbd_set_size
ioctl$NBD_SET_FLAGS,__nbd_ioctl
ioctl$NBD_SET_SIZE,nbd_set_size
ioctl$NBD_SET_SIZE_BLOCKS,nbd_set_size
ioctl$NBD_SET_SOCK,nbd_add_socket
ioctl$NBD_SET_TIMEOUT,nbd_set_cmd_timeout
ioctl$NS_GET_NSTYPE,ns_ioctl
ioctl$NS_GET_OWNER_UID,ns_ioctl
ioctl$NS_GET_PARENT,open_related_ns
ioctl$NS_GET_USERNS,open_related_ns
ioctl$PERF_EVENT_IOC_DISABLE,_perf_event_disable
ioctl$PERF_EVENT_IOC_ENABLE,_perf_event_enable
ioctl$PERF_EVENT_IOC_ID,primary_event_id
ioctl$PERF_EVENT_IOC_MODIFY_ATTRIBUTES,perf_event_modify_attr
ioctl$PERF_EVENT_IOC_PAUSE_OUTPUT,rb_toggle_paused
ioctl$PERF_EVENT_IOC_PERIOD,_perf_event_period
ioctl$PERF_EVENT_IOC_QUERY_BPF,perf_event_query_prog_array
ioctl$PERF_EVENT_IOC_REFRESH,_perf_event_refresh
ioctl$PERF_EVENT_IOC_RESET,_perf_event_reset
ioctl$PERF_EVENT_IOC_SET_BPF,perf_event_set_bpf_prog
ioctl$PERF_EVENT_IOC_SET_FILTER,perf_event_set_filter
ioctl$PERF_EVENT_IOC_SET_OUTPUT,perf_event_set_output
ioctl$PIO_CMAP,con_set_cmap
ioctl$PIO_FONT,vt_io_ioctl
ioctl$PIO_FONTRESET,vt_io_ioctl
ioctl$PIO_FONTX,vt_io_ioctl
ioctl$PIO_SCRNMAP,con_set_trans_old
ioctl$PIO_UNIMAP,do_unimap_ioctl
ioctl$PIO_UNIMAPCLR,con_clear_unimap
ioctl$PIO_UNISCRNMAP,con_set_trans_new
ioctl$PPPIOCATTACH,ppp_find_unit
ioctl$PPPIOCATTCHAN,ppp_find_channel
ioctl$PPPIOCCONNECT,ppp_connect_channel
ioctl$PPPIOCDISCONN,ppp_disconnect_channel
ioctl$PPPIOCGCHAN,ppp_channel_index
ioctl$PPPIOCGDEBUG,ppp_ioctl
ioctl$PPPIOCGFLAGS,"pppol2tp_ioctl,ipwireless_ppp_ioctl,pptp_ppp_ioctl,pppoatm_devppp_ioctl,ppp_async_ioctl"
ioctl$PPPIOCGFLAGS1,"pppol2tp_ioctl,ipwireless_ppp_ioctl,pptp_ppp_ioctl,pppoatm_devppp_ioctl,ppp_async_ioctl"
ioctl$PPPIOCGIDLE,None
ioctl$PPPIOCGL2TPSTATS,pppol2tp_tunnel_copy_stats
ioctl$PPPIOCGMRU,"ipwireless_ppp_ioctl,pppol2tp_ioctl,ppp_async_ioctl"
ioctl$PPPIOCGNPMODE,proto_to_npindex
ioctl$PPPIOCGUNIT,ppp_unit_number
ioctl$PPPIOCNEWUNIT,ppp_create_interface
ioctl$PPPIOCSACTIVE,ppp_get_filter
ioctl$PPPIOCSCOMPRESS,ppp_set_compress
ioctl$PPPIOCSDEBUG,ppp_ioctl
ioctl$PPPIOCSFLAGS,"pppol2tp_ioctl,ipwireless_ppp_ioctl,pptp_ppp_ioctl,pppoatm_devppp_ioctl,ppp_async_ioctl"
ioctl$PPPIOCSFLAGS1,"pppol2tp_ioctl,ipwireless_ppp_ioctl,pptp_ppp_ioctl,pppoatm_devppp_ioctl,ppp_async_ioctl"
ioctl$PPPIOCSMAXCID,ppp_ioctl
ioctl$PPPIOCSMRRU,ppp_ioctl
ioctl$PPPIOCSMRU,"ipwireless_ppp_ioctl,pppoe_ioctl,pppol2tp_ioctl,ppp_async_ioctl"
ioctl$PPPIOCSMRU1,"ipwireless_ppp_ioctl,pppoe_ioctl,pppol2tp_ioctl,ppp_async_ioctl"
ioctl$PPPIOCSNPMODE,proto_to_npindex
ioctl$PPPIOCSPASS,ppp_ioctl
ioctl$PPPOEIOCDFWD,pppoe_ioctl
ioctl$PPPOEIOCSFWD,pppoe_ioctl
ioctl$PTP_CLOCK_GETCAPS,ptp_ioctl
ioctl$PTP_ENABLE_PPS,ptp_ioctl
ioctl$PTP_EXTTS_REQUEST,ptp_ioctl
ioctl$PTP_EXTTS_REQUEST2,ptp_ioctl
ioctl$PTP_PEROUT_REQUEST,ptp_ioctl
ioctl$PTP_PEROUT_REQUEST2,ptp_ioctl
ioctl$PTP_PIN_GETFUNC,ptp_ioctl
ioctl$PTP_PIN_GETFUNC2,ptp_ioctl
ioctl$PTP_PIN_SETFUNC,ptp_ioctl
ioctl$PTP_PIN_SETFUNC2,ptp_ioctl
ioctl$PTP_SYS_OFFSET,ptp_ioctl
ioctl$PTP_SYS_OFFSET_EXTENDED,ptp_ioctl
ioctl$PTP_SYS_OFFSET_PRECISE,ptp_ioctl
ioctl$READ_COUNTERS,ib_uverbs_handler_UVERBS_METHOD_COUNTERS_READ
ioctl$RNDADDENTROPY,credit_entropy_bits_safe
ioctl$RNDADDTOENTCNT,credit_entropy_bits_safe
ioctl$RNDCLEARPOOL,random_ioctl
ioctl$RNDGETENTCNT,random_ioctl
ioctl$RNDZAPENTCNT,random_ioctl
ioctl$RTC_AIE_OFF,rtc_alarm_irq_enable
ioctl$RTC_AIE_ON,rtc_alarm_irq_enable
ioctl$RTC_ALM_READ,rtc_read_alarm
ioctl$RTC_ALM_SET,rtc_set_alarm
ioctl$RTC_EPOCH_READ,alpha_rtc_ioctl
ioctl$RTC_EPOCH_SET,alpha_rtc_ioctl
ioctl$RTC_IRQP_READ,rtc_dev_ioctl
ioctl$RTC_IRQP_SET,rtc_irq_set_freq
ioctl$RTC_PIE_OFF,rtc_irq_set_state
ioctl$RTC_PIE_ON,rtc_irq_set_state
ioctl$RTC_PLL_GET,mach_get_rtc_pll
ioctl$RTC_PLL_SET,mach_set_rtc_pll
ioctl$RTC_RD_TIME,rtc_ioctl
ioctl$RTC_SET_TIME,rtc_set_time
ioctl$RTC_UIE_OFF,rtc_update_irq_enable
ioctl$RTC_UIE_ON,rtc_update_irq_enable
ioctl$RTC_VL_CLR,abx80x_ioctl
ioctl$RTC_VL_READ,"abx80x_ioctl,pcf8563_rtc_ioctl,rv8803_ioctl,s35390a_rtc_ioctl,rv3032_ioctl,rv3028_ioctl,pcf85063_ioctl,rx8010_ioctl,rv3029_ioctl"
ioctl$RTC_WIE_OFF,davinci_rtc_ioctl
ioctl$RTC_WIE_ON,davinci_rtc_ioctl
ioctl$RTC_WKALM_RD,rtc_read_alarm
ioctl$RTC_WKALM_SET,rtc_set_alarm
ioctl$SCSI_IOCTL_BENCHMARK_COMMAND,scsi_ioctl
ioctl$SCSI_IOCTL_DOORLOCK,scsi_set_medium_removal
ioctl$SCSI_IOCTL_DOORUNLOCK,scsi_set_medium_removal
ioctl$SCSI_IOCTL_GET_BUS_NUMBER,bsg_ioctl
ioctl$SCSI_IOCTL_GET_IDLUN,bsg_ioctl
ioctl$SCSI_IOCTL_GET_PCI,scsi_ioctl_get_pci
ioctl$SCSI_IOCTL_PROBE_HOST,ioctl_probe
ioctl$SCSI_IOCTL_SEND_COMMAND,scsi_ioctl
ioctl$SCSI_IOCTL_START_UNIT,scsi_send_start_stop
ioctl$SCSI_IOCTL_STOP_UNIT,scsi_send_start_stop
